Loss_Entrenamiento,x2
0.02677845814902115,0.0
0.024709119679967143,0.0
0.023304014659445926,0.0
0.020661517341515837,0.0
0.018693004702815066,0.0
0.017110514256580795,0.0
0.01503480937496629,0.0
0.013340629496708846,0.0
0.011649250635662741,0.0
0.010858273713907293,0.0
0.010927786473250746,0.0
0.010964173536841034,0.0
0.0127400980801918,0.0
0.027622261177054252,0.0
0.011225270072403992,0.0
0.014172905574332963,0.0
0.010963086636640989,0.0
0.011132778833473566,0.0
0.011811303502416019,0.0
0.011919243732698852,0.0
0.012062057340483398,0.0
0.012256136362798004,0.0
0.012582805355997144,0.0
0.012740541960623849,0.0
0.012949518223573004,0.0
0.01299653082940041,0.0
0.013063696298877766,0.0
0.013172294034653928,0.0
0.01314042208662365,0.0
0.013188730274772917,0.0
0.012982432920058446,0.0
0.01296932636180029,0.0
0.013118781222093078,0.0
0.012932248053070493,0.0
0.012932974142851085,0.0
0.012976239281846012,0.0
0.012739502334325511,0.0
0.012940379078659045,0.0
0.012900430032697951,0.0
0.012810299927309629,0.0
0.012734080415095057,0.0
0.012700994973432085,0.0
0.012669226137889573,0.0
0.012695122551646062,0.0
0.012752727017580463,0.0
0.012744988798521775,0.0
0.012552391292568334,0.0
0.01268300456486815,0.0
0.012519990553108415,0.0
0.012530384071490404,0.0
0.012569817236538605,0.0
0.012438675594345592,0.0
0.01233446007389401,0.0
0.01234595662575608,0.0
0.012443691071211037,0.0
0.012276380176486997,0.0
0.012113276341764102,0.0
0.012142814901290037,0.0
0.012055219147952642,0.0
0.012147334640806789,0.0
0.012049949753876061,0.0
0.01190590705400054,0.0
0.011979474962909138,0.0
0.01194595150264429,0.0
0.011960530941803525,0.0
0.011851663515219137,0.0
0.011769184695989025,0.0
0.011725417176231524,0.0
0.011871999409603436,0.0
0.011710063873390748,0.0
0.011677445532634147,0.0
0.011623980011295203,0.0
0.011701694429463404,0.0
0.011586800295966464,0.0
0.011489095020187995,0.0
0.011588748889448695,0.0
0.011545591192574759,0.0
0.011332428971382178,0.0
0.011278512147182024,0.0
0.011259043321173105,0.0
0.011274557223428724,0.0
0.011142957940073462,0.0
0.011087266560063556,0.0
0.011038716418857996,0.0
0.011038453810091026,0.0
0.0110518220439449,0.0
0.010996760254606885,0.0
0.010750822696750165,0.0
0.010958960501609546,0.0
0.010914044949755522,0.0
0.010832513242769291,0.0
0.010781969809924505,0.0
0.010557474171018776,0.0
0.01058674089258242,0.0
0.010412316848595969,0.0
0.010376501215564805,0.0
0.010239291787750284,0.0
0.010283710440308154,0.0
0.010088472651020027,0.0
0.010089274787555287,0.0
0.010117898410111426,0.0
0.009887711321307523,0.0
0.009881935596217275,0.0
0.009820728194393608,0.0
0.009698761044939053,0.0
0.00958223376313504,0.0
0.009398745316845097,0.0
0.00936796539661498,0.0
0.00922648953981357,0.0
0.009149990330909446,0.0
0.009114359958253736,0.0
0.00897817242175269,0.0
0.00891255400314986,0.0
0.008827512079531369,0.0
0.00876530411519295,0.0
0.008602626463467433,0.0
0.0084751284467924,0.0
0.008339163610916434,0.0
0.008252280754580982,0.0
0.008069093056316107,0.0
0.007957350518218624,0.0
0.007818049892700994,0.0
0.007660100430569401,0.0
0.007554259016657558,0.0
0.00748260923951176,0.0
0.0072576812495467125,0.0
0.007123301869432434,0.0
0.006865422489396926,0.0
0.006750386708972185,0.0
0.006611110299870198,0.0
0.006609441257797399,0.0
0.0063986163275896735,0.0
0.006233286752744668,0.0
0.00610968411762453,0.0
0.006009304978385641,0.0
0.005794373520625359,0.0
0.005645571719860082,0.0
0.0055394723618311485,0.0
0.005431907233715185,0.0
0.005303399693599557,0.0
0.005180699505993424,0.0
0.004908812068873084,0.0
0.004779349515763272,0.0
0.004679657618525197,0.0
0.004517498979346417,0.0
0.004395983205933332,0.0
0.004273027946584941,0.0
0.004171942271550354,0.0
